Kali Uchis,Isolation,Body Language - Intro,13 May 2018 15:20
Indila,Mini World,Dernière danse,13 May 2018 15:15
Grace,FMA,You Don't Own Me,13 May 2018 15:12
Grace,Boyfriend Jeans,Boyfriend Jeans,13 May 2018 15:08
Lady Gaga,ARTPOP,Venus,13 May 2018 13:08
Azealia Banks,Anna Wintour,Anna Wintour,13 May 2018 12:11
Madison Beer,Dead,Dead,13 May 2018 12:07
Kali Uchis,Isolation,Dead to Me,13 May 2018 12:03
Ariana Grande,No Tears Left To Cry,no tears left to cry,13 May 2018 08:38
Billie Eilish,lovely (with Khalid),lovely (with Khalid),13 May 2018 08:19
Kali Uchis,Isolation,Dead to Me,13 May 2018 08:15
Billie Eilish,lovely (with Khalid),lovely (with Khalid),12 May 2018 18:52
Migos,Culture II,MotorSport,12 May 2018 18:37
Grimes,Art Angels,SCREAM,12 May 2018 18:07
Jessie J,Sweet Talker (Deluxe Version),Bang Bang,12 May 2018 17:31
Migos,Culture II,MotorSport,12 May 2018 17:26
Nicki Minaj,Barbie Tingz,Barbie Tingz,12 May 2018 17:23
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),12 May 2018 17:19
cupcakKe,Ephorize,Crayons,12 May 2018 17:15
cupcakKe,Ephorize,Cartoons,12 May 2018 17:12
cupcakKe,Ephorize,2 Minutes,12 May 2018 17:08
Charli XCX,Pop 2,I Got It (feat. Brooke Candy CupcakKe and Pabllo Vittar),12 May 2018 17:04
Nicki Minaj,Barbie Tingz,Barbie Tingz,12 May 2018 17:01
Azealia Banks,Anna Wintour,Anna Wintour,12 May 2018 16:57
Azealia Banks,Anna Wintour,Anna Wintour,12 May 2018 16:51
Lorde,Pure Heroine,Tennis Court,12 May 2018 16:47
Lorde,Melodrama,Homemade Dynamite - Remix,12 May 2018 16:44
Lorde,Melodrama,Perfect Places,12 May 2018 16:40
Lorde,Melodrama,Liability (Reprise),12 May 2018 16:38
Lorde,Melodrama,Supercut,12 May 2018 16:33
Lorde,Melodrama,Writer in the Dark,12 May 2018 16:30
Lorde,Melodrama,Sober II (Melodrama),12 May 2018 16:27
Lorde,Melodrama,Hard Feelings/Loveless,12 May 2018 16:20
Lorde,Melodrama,Liability,12 May 2018 16:18
Lorde,Melodrama,The Louvre,12 May 2018 16:13
Lorde,Melodrama,Homemade Dynamite,12 May 2018 16:10
Lorde,Melodrama,Sober,12 May 2018 16:07
Lorde,Melodrama,Green Light,12 May 2018 16:03
Lorde,Pure Heroine (Extended),Royals,12 May 2018 15:59
Lorde,Pure Heroine (Extended),400 Lux,12 May 2018 15:55
Lorde,Pure Heroine (Extended),Tennis Court,12 May 2018 15:52
Lorde,Pure Heroine,A World Alone,12 May 2018 15:47
Lorde,Pure Heroine,White Teeth Teens,12 May 2018 15:44
Lorde,Pure Heroine,Still Sane,12 May 2018 15:40
Lorde,Pure Heroine,Glory and Gore,12 May 2018 15:37
Lorde,Pure Heroine,Team,12 May 2018 15:34
Lorde,Pure Heroine,Buzzcut Season,12 May 2018 15:29
Lorde,Pure Heroine,Ribs,12 May 2018 15:25
Lana Del Rey,Lust for Life,Cherry,12 May 2018 15:21
Lady Gaga,The Fame (Revised International Version),Brown Eyes,12 May 2018 14:53
Lady Gaga,ARTPOP,Sexxx Dreams,12 May 2018 14:43
Lady Gaga,ARTPOP,G.U.Y.,12 May 2018 14:39
Lady Gaga,ARTPOP,Venus,12 May 2018 14:35
Lady Gaga,ARTPOP,Aura,12 May 2018 14:31
Lady Gaga,Joanne (Deluxe),Angel Down,12 May 2018 14:27
Lady Gaga,Joanne (Deluxe),Hey Girl,12 May 2018 14:22
Lady Gaga,Joanne (Deluxe),Come to Mama,12 May 2018 14:18
Lady Gaga,Joanne (Deluxe),Sinner's Prayer,12 May 2018 14:14
Lady Gaga,Joanne (Deluxe),Million Reasons,12 May 2018 14:11
Lady Gaga,Joanne (Deluxe),Perfect Illusion,12 May 2018 14:08
Lady Gaga,Joanne (Deluxe),Dancin' in Circles,12 May 2018 14:05
Lady Gaga,Joanne (Deluxe),John Wayne,12 May 2018 14:02
Lady Gaga,Joanne (Deluxe),Joanne,12 May 2018 13:58
Lady Gaga,Joanne (Deluxe),A-YO,12 May 2018 13:41
Lady Gaga,Joanne (Deluxe),Diamond Heart,12 May 2018 13:37
Daughter,His Young Heart EP,Landfill,12 May 2018 13:33
Charli XCX,Vroom Vroom EP,Vroom Vroom,12 May 2018 13:30
Charli XCX,Pop 2,Femmebot (feat. Dorian Electra and Mykki Blanco),12 May 2018 13:26
Kali Uchis,Isolation,Dead to Me,12 May 2018 13:23
Charli XCX,After the Afterparty (feat. Lil Yachty),After the Afterparty (feat. Lil Yachty),12 May 2018 13:19
BØRNS,Dopamine,10000 Emerald Pools,12 May 2018 13:16
BØRNS,Dopamine,Holy Ghost,12 May 2018 13:12
Kali Uchis,Isolation,Nuestro Planeta (feat. Reykon),12 May 2018 13:00
Kali Uchis,Isolation,Nuestro Planeta (feat. Reykon),11 May 2018 18:09
Jessie J,Who You Are (Deluxe Edition),Mamma Knows Best,11 May 2018 18:06
Pia Mia,Do It Again,Do It Again,11 May 2018 17:59
Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),No Broken Hearts (feat. Nicki Minaj),11 May 2018 17:55
Rita Ora,Girls (feat. Cardi B Bebe Rexha & Charli XCX),Girls (feat. Cardi B Bebe Rexha & Charli XCX),11 May 2018 17:49
Marina & the Diamonds,Electra Heart (Deluxe),Bubblegum Bitch,09 May 2018 17:28
Marina & the Diamonds,FROOT,Happy,09 May 2018 17:24
Marina & the Diamonds,The Family Jewels,Guilty,09 May 2018 17:20
Marina & the Diamonds,The Family Jewels,Numb,09 May 2018 17:15
Marina & the Diamonds,The Family Jewels,The Outsider,09 May 2018 16:43
Marina & the Diamonds,The Family Jewels,I Am Not a Robot,09 May 2018 16:39
Marina & the Diamonds,The Family Jewels,Shampain,09 May 2018 16:35
Marina & the Diamonds,The Family Jewels,Girls,09 May 2018 16:32
Charli XCX,Spotify Sessions,Famous,09 May 2018 14:14
Charli XCX,Spotify Sessions,Break the Rules,09 May 2018 14:10
Charli XCX,Vroom Vroom EP,Secret (Shh),09 May 2018 14:07
Charli XCX,Vroom Vroom EP,Trophy,09 May 2018 14:04
Azealia Banks,Anna Wintour,Anna Wintour,09 May 2018 14:00
Panic! at the Disco,A Fever You Can't Sweat Out,I Write Sins Not Tragedies,07 May 2018 15:16
Panic! at the Disco,Death of a Bachelor,Emperor's New Clothes,07 May 2018 15:14
Panic! at the Disco,Too Weird to Live Too Rare to Die!,This Is Gospel,07 May 2018 15:11
Panic! at the Disco,Death of a Bachelor,Death of a Bachelor,07 May 2018 15:07
Panic! at the Disco,Say Amen for Silver Linings,Say Amen (Saturday Night),07 May 2018 15:04
Walk the Moon,Walk the Moon,Anna Sun,07 May 2018 15:00
Azealia Banks,Anna Wintour,Anna Wintour,07 May 2018 14:55
Nicki Minaj,Barbie Tingz,Barbie Tingz,07 May 2018 14:40
Charli XCX,Pop 2,I Got It (feat. Brooke Candy CupcakKe and Pabllo Vittar),06 May 2018 17:50
Charli XCX,Pop 2,Tears (feat. Caroline Polachek),06 May 2018 17:46
Charli XCX,Pop 2,Lucky,06 May 2018 17:43
Charli XCX,Pop 2,I Got It (feat. Brooke Candy CupcakKe and Pabllo Vittar),06 May 2018 17:39
Azealia Banks,Anna Wintour,Anna Wintour,06 May 2018 17:33
Charli XCX,Vroom Vroom EP,Secret (Shh),06 May 2018 17:30
Charli XCX,Vroom Vroom EP,Vroom Vroom,06 May 2018 17:24
Charli XCX,Vroom Vroom EP,Trophy,06 May 2018 17:22
Troye Sivan,Blue Neighbourhood (Deluxe),BLUE,06 May 2018 17:13
Grace,FMA,You Don't Own Me,06 May 2018 17:07
Indila,Mini World,Dernière danse,06 May 2018 17:01
Blanche,City Lights,City Lights,06 May 2018 16:57
Famous Dex,Dex Meets Dexter,Pick It Up (Feat. A$AP Rocky),06 May 2018 16:51
XXXTentacion,?,changes,06 May 2018 16:49
Ariana Grande,Dangerous Woman,Side to Side,06 May 2018 16:38
Ariana Grande,No Tears Left To Cry,no tears left to cry,06 May 2018 16:34
Rex Orange County,Apricot Princess,Television / So Far So Good,06 May 2018 16:31
Cavetown,Lemon Boy,Lemon Boy,06 May 2018 16:27
Catfish and the Bottlemen,The Ride,7,06 May 2018 16:23
Hunny,Pain / Ache / Loving,La Belle Femme,06 May 2018 16:19
Kid Bloom,A Different State of Mind,I Kissed A Girl And She Kissed Me,06 May 2018 16:17
Declan McKenna,What Do You Think About the Car?,Listen to Your Friends,06 May 2018 16:13
Declan McKenna,Brazil,Basic,06 May 2018 16:09
Declan McKenna,Brazil,Brazil,06 May 2018 16:05
Marina & the Diamonds,The Family Jewels,Numb,06 May 2018 15:11
Allie X,CollXtion II,Simon Says,06 May 2018 14:47
Billie Eilish,Six Feet Under,Six Feet Under,05 May 2018 19:07
David Bowie,Low (2017 Remastered Version),Art Decade - 2017 Remastered Version,05 May 2018 19:03
Lana Del Rey,Paradise,Body Electric,05 May 2018 18:58
Lana Del Rey,Paradise,Cola,05 May 2018 18:54
Lana Del Rey,Paradise,American,05 May 2018 18:49
Lana Del Rey,Born to Die - The Paradise Edition,Off to the Races,05 May 2018 18:44
Lana Del Rey,Born to Die - The Paradise Edition,Born to Die,05 May 2018 18:39
Lana Del Rey,Paradise,Bel Air,05 May 2018 18:36
Lana Del Rey,Paradise,Yayo,05 May 2018 18:30
Lana Del Rey,Born to Die - The Paradise Edition,Ride,05 May 2018 18:25
Lana Del Rey,Ultraviolence (Deluxe),Old Money,05 May 2018 18:20
David Bowie,A New Career In A New Town (1977 - 1982),Warszawa - 2017 Remastered Version,05 May 2018 18:09
David Bowie,A New Career In A New Town (1977 - 1982),A New Career in a New Town - 2017 Remastered Version,05 May 2018 18:06
David Bowie,A New Career In A New Town (1977 - 1982),Be My Wife - 2017 Remastered Version,05 May 2018 18:03
David Bowie,A New Career In A New Town (1977 - 1982),Always Crashing in the Same Car - 2017 Remastered Version,05 May 2018 18:00
David Bowie,A New Career In A New Town (1977 - 1982),Sound and Vision - 2017 Remastered Version,05 May 2018 17:57
David Bowie,A New Career In A New Town (1977 - 1982),What in the World - 2017 Remastered Version,05 May 2018 17:54
David Bowie,A New Career In A New Town (1977 - 1982),Breaking Glass - 2017 Remastered Version,05 May 2018 17:52
David Bowie,A New Career In A New Town (1977 - 1982),Speed of Life - 2017 Remastered Version,05 May 2018 17:50
David Bowie,Low (2017 Remastered Version),Art Decade - 2017 Remastered Version,05 May 2018 17:45
Marina & the Diamonds,Electra Heart (Deluxe),Lies,05 May 2018 17:20
Marina & the Diamonds,Electra Heart (Deluxe),Primadonna,05 May 2018 17:17
Marina & the Diamonds,Electra Heart (Deluxe),Bubblegum Bitch,05 May 2018 17:14
Charli XCX,Vroom Vroom EP,Paradise (feat. Hannah Diamond),05 May 2018 17:11
Miike Snow,III,For U (Feat. Charli XCX),05 May 2018 17:07
Billie Eilish,dont smile at me,ocean eyes,05 May 2018 16:04
Lana Del Rey,Lust for Life,Lust for Life (with The Weeknd),05 May 2018 15:59
Mc Fioti,Joga o Bum Bum Tam Tam,Joga o Bum Bum Tam Tam,04 May 2018 19:07
Marina & the Diamonds,Forget,Forget,04 May 2018 19:03
Clean Bandit,Disconnect,Disconnect,04 May 2018 18:59
Marina & the Diamonds,The Family Jewels,Guilty,04 May 2018 18:55
Marina & the Diamonds,The Family Jewels,Girls,04 May 2018 18:53
Lana Del Rey,Lust for Life,Groupie Love (feat. A$AP Rocky),04 May 2018 18:48
Lana Del Rey,Paradise,Bel Air,04 May 2018 18:44
Lana Del Rey,Paradise,Yayo,04 May 2018 18:38
Lana Del Rey,Paradise,Blue Velvet,04 May 2018 18:36
Marina & the Diamonds,The Family Jewels,I Am Not a Robot,04 May 2018 18:28
Lorde,Pure Heroine,Team,04 May 2018 17:01
Dua Lipa,Dua Lipa (Deluxe),New Love,04 May 2018 16:57
Charli XCX,Number 1 Angel,ILY2,04 May 2018 16:53
Panic! at the Disco,Death of a Bachelor,Death of a Bachelor,04 May 2018 16:50
Billie Eilish,bitches broken hearts,bitches broken hearts,04 May 2018 16:46
Billie Eilish,lovely (with Khalid),lovely (with Khalid),04 May 2018 16:42
Lana Del Rey,Lust for Life,Groupie Love (feat. A$AP Rocky),04 May 2018 16:37
Lana Del Rey,Lust for Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),04 May 2018 16:10
Lana Del Rey,Summer Bummer (Snakehips Remix),Summer Bummer - Snakehips Remix,04 May 2018 16:07
Lana Del Rey,Lust for Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),04 May 2018 16:03
Lana Del Rey,Born to Die - The Paradise Edition,Lolita,04 May 2018 13:51
Lana Del Rey,Paradise,Yayo,04 May 2018 13:45
Lana Del Rey,Paradise,Blue Velvet,04 May 2018 13:43
Lana Del Rey,Born to Die - The Paradise Edition,Lolita,04 May 2018 13:38
Lorde,Pure Heroine (Extended),Ribs,04 May 2018 13:34
Melanie Martinez,Gingerbread Man,Gingerbread Man,03 May 2018 20:38
Willow,Ardipithecus,Wait a Minute!,03 May 2018 20:35
Marina & the Diamonds,FROOT,Better Than That,03 May 2018 20:30
Troye Sivan,The Good Side,The Good Side,03 May 2018 20:26
Hayley Kiyoko,Expectations,Sleepover,03 May 2018 20:22
Lana Del Rey,Lust for Life,13 Beaches,03 May 2018 20:17
Marina & the Diamonds,Indie Anthems,Obsessions,03 May 2018 20:13
Lana Del Rey,Born to Die,Off to the Races,02 May 2018 19:44
Lana Del Rey,Born to Die,Born to Die,02 May 2018 19:39
Lana Del Rey,Paradise,Cola,02 May 2018 19:34
Lana Del Rey,Paradise,American,02 May 2018 19:30
Lana Del Rey,Born to Die - The Paradise Edition,Body Electric,02 May 2018 19:24
Lana Del Rey,Paradise,Gods & Monsters,02 May 2018 19:19
Lana Del Rey,Paradise,Blue Velvet,02 May 2018 19:17
Lana Del Rey,Ultraviolence (Deluxe),West Coast,02 May 2018 19:11
Lana Del Rey,Lust for Life,Beautiful People Beautiful Problems (feat. Stevie Nicks),02 May 2018 19:08
Lana Del Rey,Lust for Life,When the World Was at War We Kept Dancing,02 May 2018 19:04
David Bowie,Low (2017 Remastered Version),Art Decade - 2017 Remastered Version,02 May 2018 16:26
Lana Del Rey,Honeymoon,Art Deco,02 May 2018 16:21
Marina & the Diamonds,The Family Jewels,Guilty,02 May 2018 16:17
Marina & the Diamonds,The Family Jewels,Numb,02 May 2018 16:15
Blanche,City Lights,City Lights,02 May 2018 16:10
Lana Del Rey,Lust for Life,Lust for Life (with The Weeknd),02 May 2018 16:04
Lana Del Rey,Lust for Life,Love,02 May 2018 15:59
Billie Eilish,lovely (with Khalid),lovely (with Khalid),02 May 2018 15:54
Post Malone,beerbongs & bentleys,Ball for Me,01 May 2018 15:30
Tyler the Creator,Cherry Bomb,FIND YOUR WINGS,30 Apr 2018 19:55
HAIM,Something to Tell You,You Never Knew,28 Apr 2018 15:48
HAIM,Something to Tell You,Something to Tell You,28 Apr 2018 15:43
HAIM,Something to Tell You,Ready for You,28 Apr 2018 15:40
HAIM,Something to Tell You,Little of Your Love,28 Apr 2018 15:36
HAIM,Something to Tell You,Nothing's Wrong,28 Apr 2018 15:33
HAIM,Something to Tell You,Want You Back,28 Apr 2018 15:29
HAIM,Walking Away (Mura Masa Remix),Walking Away - Mura Masa Remix,28 Apr 2018 15:24
HAIM,Something to Tell You,You Never Knew,28 Apr 2018 15:20
HAIM,Something to Tell You,Nothing's Wrong,28 Apr 2018 15:17
HAIM,Days Are Gone (Deluxe Edition),Forever,28 Apr 2018 15:12
HAIM,That Don’t Impress Me Much (triple j Like A Version),That Don’t Impress Me Much - triple j Like A Version,28 Apr 2018 15:08
HAIM,Days Are Gone (Deluxe Edition),Falling,28 Apr 2018 15:04
HAIM,Something to Tell You,Little of Your Love,28 Apr 2018 15:00
HAIM,Little Of Your Love (BloodPop® Remix),Little Of Your Love - BloodPop® Remix,28 Apr 2018 14:57
HAIM,Days Are Gone (Deluxe Edition),The Wire,28 Apr 2018 14:53
HAIM,Something to Tell You,Want You Back,28 Apr 2018 14:49
Kali Uchis,Por Vida,Know What I Want,28 Apr 2018 13:56
Kali Uchis,Por Vida,Lottery,28 Apr 2018 13:52
Kali Uchis,Por Vida,Melting,28 Apr 2018 13:49
Kali Uchis,Por Vida,Call Me,28 Apr 2018 13:46
Kali Uchis,Por Vida,Sycamore Tree,28 Apr 2018 13:44
Kali Uchis,Isolation,Killer,28 Apr 2018 13:41
Kali Uchis,Isolation,Feel Like a Fool,28 Apr 2018 13:38
Kali Uchis,Isolation,After the Storm (feat. Tyler the Creator & Bootsy Collins),28 Apr 2018 13:34
Kali Uchis,Isolation,Coming Home - Interlude,28 Apr 2018 13:32
Kali Uchis,Isolation,Tomorrow,28 Apr 2018 13:29
Kali Uchis,Isolation,Gotta Get Up - Interlude,28 Apr 2018 13:27
Kali Uchis,Isolation,In My Dreams,28 Apr 2018 13:23
Kali Uchis,Isolation,Nuestro Planeta (feat. Reykon),28 Apr 2018 13:20
Kali Uchis,Isolation,Dead to Me,28 Apr 2018 13:17
Kali Uchis,Isolation,Tyrant (feat. Jorja Smith),28 Apr 2018 13:13
Kali Uchis,Isolation,Your Teeth in My Neck,28 Apr 2018 13:10
Kali Uchis,Isolation,Flight 22,28 Apr 2018 13:06
Kali Uchis,Isolation,Just a Stranger (feat. Steve Lacy),28 Apr 2018 13:04
Kali Uchis,Isolation,Miami (feat. BIA),28 Apr 2018 12:59
Kali Uchis,Isolation,Body Language - Intro,28 Apr 2018 12:57
Charli XCX,After the Afterparty (feat. Lil Yachty),After the Afterparty (feat. Lil Yachty),26 Apr 2018 15:53
BØRNS,Dopamine,10000 Emerald Pools,26 Apr 2018 15:50
BØRNS,Dopamine,Holy Ghost,26 Apr 2018 15:46
Kali Uchis,Isolation,Nuestro Planeta (feat. Reykon),26 Apr 2018 15:42
Kali Uchis,Isolation,In My Dreams,26 Apr 2018 15:39
Ariana Grande,No Tears Left To Cry,no tears left to cry,26 Apr 2018 15:36
SZA,Ctrl,Love Galore,26 Apr 2018 15:31
Zayn,Mind of Mine (Deluxe Edition),TiO,26 Apr 2018 15:28
Billie Eilish,lovely (with Khalid),lovely (with Khalid),26 Apr 2018 15:25
Panic! at the Disco,Vices & Virtues,The Ballad of Mona Lisa,26 Apr 2018 15:21
dodie,You - EP,you,26 Apr 2018 15:18
Kristian Kostov,Beautiful Mess,Beautiful Mess,26 Apr 2018 15:15
BØRNS,Dopamine,Dug My Heart,26 Apr 2018 15:12
Coldplay,A Rush of Blood to the Head,The Scientist,26 Apr 2018 15:07
Coldplay,Ghost Stories,A Sky Full of Stars,26 Apr 2018 15:02
Charli XCX,SUCKER,Gold Coins,25 Apr 2018 14:17
Charli XCX,SUCKER,Break the Rules,25 Apr 2018 14:14
Charli XCX,SUCKER,Sucker,25 Apr 2018 14:11
Ariana Grande,Dangerous Woman,Moonlight,25 Apr 2018 14:08
Ariana Grande,Dangerous Woman,Into You,25 Apr 2018 14:04
Ariana Grande,Dangerous Woman,Be Alright,25 Apr 2018 14:01
Ariana Grande,My Everything (Deluxe),One Last Time,25 Apr 2018 13:58
Ariana Grande,My Everything (Deluxe),Problem,25 Apr 2018 13:54
Ariana Grande,My Everything (Deluxe),Why Try,25 Apr 2018 13:51
Ariana Grande,My Everything (Deluxe),Love Me Harder,25 Apr 2018 13:47
Ariana Grande,Yours Truly,Honeymoon Avenue,25 Apr 2018 13:41
Ariana Grande,Yours Truly,Lovin' It,25 Apr 2018 13:38
My Chemical Romance,May Death Never Stop You,Na Na Na (Na Na Na Na Na Na Na Na Na),25 Apr 2018 13:35
Allie X,CollXtion II,True Love is Violent,25 Apr 2018 13:31
Allie X,CollXtion II,Downtown,25 Apr 2018 13:27
Allie X,CollXtion II,That's So Us,25 Apr 2018 13:24
Allie X,CollXtion II,Old Habits Die Hard,25 Apr 2018 13:20
BØRNS,Dopamine,Past Lives,23 Apr 2018 16:03
Troye Sivan,Blue Neighbourhood (Deluxe),BITE,23 Apr 2018 15:59
Troye Sivan,Blue Neighbourhood (Deluxe),BITE,23 Apr 2018 15:22
Franz Joseph Haydn,Haydn: Symphonies Nos. 92 93 & 97 - 99,Symphony No. 92 in G Major Hob. I:92 - Oxford Symphony: I. Adagio - Allegro spiritoso,23 Apr 2018 14:26
BØRNS,Dopamine,10000 Emerald Pools,22 Apr 2018 17:27
BØRNS,Dopamine,Holy Ghost,22 Apr 2018 17:23
Kali Uchis,Isolation,Nuestro Planeta (feat. Reykon),22 Apr 2018 17:20
Kali Uchis,Isolation,In My Dreams,22 Apr 2018 17:16
Ariana Grande,No Tears Left To Cry,no tears left to cry,22 Apr 2018 17:13
BØRNS,Dopamine,American Money,22 Apr 2018 16:30
BØRNS,Dopamine,Electric Love,22 Apr 2018 16:26
BØRNS,Dopamine,Dug My Heart,22 Apr 2018 16:20
BØRNS,Dopamine,10000 Emerald Pools,22 Apr 2018 16:17
Avicii,True,Wake Me Up,22 Apr 2018 16:11
Kristian Kostov,Beautiful Mess,Beautiful Mess,22 Apr 2018 16:06
Blanche,City Lights,City Lights,22 Apr 2018 16:03
Kali Uchis,Isolation,Dead to Me,22 Apr 2018 15:59
Kali Uchis,Isolation,In My Dreams,22 Apr 2018 15:56
Ariana Grande,No Tears Left To Cry,no tears left to cry,22 Apr 2018 15:53
dodie,Intertwined - EP,Intertwined,22 Apr 2018 15:51
dodie,6/10,6/10,22 Apr 2018 15:48
dodie,You - EP,Would You Be So Kind,22 Apr 2018 15:45
Ariana Grande,No Tears Left To Cry,no tears left to cry,22 Apr 2018 15:40
Billie Eilish,lovely (with Khalid),lovely (with Khalid),22 Apr 2018 15:36
Kali Uchis,Isolation,Nuestro Planeta (feat. Reykon),21 Apr 2018 15:53
Lana Del Rey,Ultraviolence (Deluxe),Cruel World,21 Apr 2018 15:43
Kali Uchis,Isolation,Coming Home - Interlude,21 Apr 2018 15:41
Ariana Grande,No Tears Left To Cry,no tears left to cry,21 Apr 2018 15:37
Ariana Grande,Yours Truly,you’ll never know,21 Apr 2018 10:31
Ariana Grande,Yours Truly,The Way,21 Apr 2018 10:27
Ariana Grande,Somewhere Over The Rainbow (Live From Manchester),Somewhere Over The Rainbow - Live From Manchester,21 Apr 2018 10:22
Ariana Grande,No Tears Left To Cry,no tears left to cry,21 Apr 2018 10:19
Cardi B,Be Careful,Be Careful,21 Apr 2018 07:08
Khalid,Love Lies (with Normani),Love Lies (with Normani),21 Apr 2018 07:05
Charli XCX,Pop 2,I Got It (feat. Brooke Candy CupcakKe and Pabllo Vittar),20 Apr 2018 19:59
Lil Xan,Total Xanarchy,Moonlight,20 Apr 2018 19:56
Charli XCX,Number 1 Angel,White Roses,20 Apr 2018 19:52
Dua Lipa,Dua Lipa (Deluxe),New Rules,20 Apr 2018 19:48
Ariana Grande,No Tears Left To Cry,no tears left to cry,20 Apr 2018 14:09
Florence + the Machine,Lungs (International Version),You've Got the Love,20 Apr 2018 08:00
Florence + the Machine,Lungs (International Version),Dog Days Are Over,20 Apr 2018 07:56
Florence + the Machine,Sky Full of Song,Sky Full of Song,20 Apr 2018 07:52
Zayn,Mind of Mine (Deluxe Edition),TiO,20 Apr 2018 07:49
Taylor Swift,reputation,Delicate,20 Apr 2018 07:45
SZA,Ctrl,Love Galore,20 Apr 2018 07:40
Ariana Grande,My Everything (Deluxe),Why Try,20 Apr 2018 07:37
Ariana Grande,No Tears Left To Cry,no tears left to cry,20 Apr 2018 07:33
Ariana Grande,No Tears Left To Cry,no tears left to cry,20 Apr 2018 07:23
Daughter,His Young Heart,Landfill,18 Apr 2018 18:36
Charli XCX,Vroom Vroom EP,Vroom Vroom,18 Apr 2018 18:33
Charli XCX,Pop 2,Femmebot (feat. Dorian Electra and Mykki Blanco),18 Apr 2018 18:19
Kali Uchis,Isolation,Dead to Me,18 Apr 2018 18:15
Panic! at the Disco,Death of a Bachelor,Don't Threaten Me with a Good Time,17 Apr 2018 18:16
Panic! at the Disco,A Fever You Can't Sweat Out,I Write Sins Not Tragedies,17 Apr 2018 18:13
Panic! at the Disco,Death of a Bachelor,Emperor's New Clothes,17 Apr 2018 18:10
Panic! at the Disco,Say Amen for Silver Linings,(Fuck A) Silver Lining,17 Apr 2018 18:08
Panic! at the Disco,Too Weird to Live Too Rare to Die!,This Is Gospel,17 Apr 2018 18:04
Panic! at the Disco,Death of a Bachelor,Death of a Bachelor,17 Apr 2018 18:01
Panic! at the Disco,Say Amen for Silver Linings,Say Amen (Saturday Night),17 Apr 2018 17:58
21 Savage,Issa Album,Bank Account,17 Apr 2018 17:53
Cardi B,Invasion of Privacy,Bartier Cardi (feat. 21 Savage),17 Apr 2018 17:51
Cardi B,Bartier Cardi (feat. 21 Savage),Bartier Cardi (feat. 21 Savage),17 Apr 2018 17:47
Lil Uzi Vert,Luv Is Rage 2,XO TOUR Llif3,17 Apr 2018 17:44
Lecrae,Blessings,Blessings,17 Apr 2018 17:38
Marina & the Diamonds,The Family Jewels,Hollywood,17 Apr 2018 15:55
BØRNS,Dopamine,Past Lives,17 Apr 2018 15:50
Troye Sivan,Blue Neighbourhood (Deluxe),BITE,17 Apr 2018 15:47
Lorde,Melodrama,Supercut,17 Apr 2018 15:40
Lorde,Melodrama,Perfect Places,17 Apr 2018 15:36
Lorde,Melodrama,Liability,17 Apr 2018 15:33
Lorde,Melodrama,Homemade Dynamite - Remix,17 Apr 2018 15:30
Lorde,Melodrama,Green Light,17 Apr 2018 15:26
Lorde,Pure Heroine,Royals,17 Apr 2018 15:23
Charli XCX,Vroom Vroom EP,Vroom Vroom,17 Apr 2018 15:18
Marina & the Diamonds,The Family Jewels,Obsessions,15 Apr 2018 19:40
Marina & the Diamonds,The Family Jewels,Hermit the Frog,15 Apr 2018 19:36
Lana Del Rey,Born to Die - The Paradise Edition,Without You,15 Apr 2018 19:33
Marina & the Diamonds,Electra Heart (Deluxe),Lies,15 Apr 2018 19:28
Lana Del Rey,Born to Die - The Paradise Edition,National Anthem,15 Apr 2018 19:24
Lana Del Rey,Born to Die - The Paradise Edition,Off to the Races,15 Apr 2018 19:19
Lana Del Rey,Born to Die - The Paradise Edition,Blue Velvet,15 Apr 2018 19:17
Tove Lo,BLUE LIPS (lady wood phase II),hey you got drugs?,15 Apr 2018 17:00
Lana Del Rey,Lust for Life,When the World Was at War We Kept Dancing,15 Apr 2018 16:56
Lana Del Rey,Lust for Life,Coachella - Woodstock in My Mind,15 Apr 2018 16:51
Lana Del Rey,Ultraviolence (Deluxe),West Coast,15 Apr 2018 16:47
Lana Del Rey,Ultraviolence (Deluxe),Brooklyn Baby,15 Apr 2018 16:41
Lana Del Rey,Born to Die - The Paradise Edition,National Anthem,15 Apr 2018 16:37
Lana Del Rey,Born to Die - The Paradise Edition,Off to the Races,15 Apr 2018 16:32
Lana Del Rey,Born to Die - The Paradise Edition,Blue Velvet,15 Apr 2018 16:30
Marina & the Diamonds,FROOT,Froot,15 Apr 2018 16:24
Lana Del Rey,Born to Die - The Paradise Edition,Cola,15 Apr 2018 16:20
Marina & the Diamonds,The Family Jewels,Are You Satisfied?,15 Apr 2018 16:16
Lana Del Rey,Born to Die - The Paradise Edition,Born to Die,15 Apr 2018 16:12
Marina & the Diamonds,The Family Jewels,Hermit the Frog,15 Apr 2018 16:08
Lana Del Rey,Lust for Life,White Mustang,15 Apr 2018 16:01
Marina & the Diamonds,The Family Jewels,I Am Not a Robot,15 Apr 2018 15:58
Lana Del Rey,Lust for Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),15 Apr 2018 15:53
